age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
37,services,married,secondary,True,775,True,True,cellular,25,,1000,1,-1,0,unknown,True
34,blue-collar,single,secondary,True,1759,True,True,cellular,25,,695,1,-1,0,unknown,True
51,retired,married,primary,True,1495,True,True,telephone,25,,1946,4,-1,0,unknown,True
39,housemaid,married,secondary,True,1444,True,True,telephone,25,,362,8,-1,0,unknown,True
35,technician,single,tertiary,True,470,True,True,cellular,25,,743,13,-1,0,unknown,True
51,unemployed,married,primary,True,1162,True,True,cellular,25,,2015,1,-1,0,unknown,True
30,management,single,tertiary,True,2,True,True,cellular,25,,1031,8,-1,0,unknown,True
42,blue-collar,single,primary,True,1628,True,True,cellular,25,,590,8,-1,0,unknown,True
54,management,married,secondary,True,1134,True,True,cellular,25,,1330,3,-1,0,unknown,True
51,blue-collar,married,primary,True,0,True,True,cellular,25,,946,3,-1,0,unknown,True
57,retired,divorced,primary,True,63,True,True,cellular,25,,1448,17,-1,0,unknown,True
30,management,married,tertiary,True,1221,True,True,telephone,25,,279,4,-1,0,unknown,True
37,blue-collar,single,secondary,True,5024,True,True,cellular,25,,661,4,-1,0,unknown,True
39,technician,married,secondary,True,10685,True,True,cellular,25,,1369,9,-1,0,unknown,True
35,technician,married,tertiary,True,1629,True,True,cellular,25,,653,4,-1,0,unknown,True
48,management,married,secondary,True,268,True,True,cellular,28,,458,7,-1,0,unknown,True
31,management,married,tertiary,True,0,True,True,cellular,28,,664,8,-1,0,unknown,True
35,self-employed,married,secondary,True,5613,True,True,cellular,28,,699,3,-1,0,unknown,True
48,housemaid,married,secondary,True,513,True,True,cellular,28,,939,3,-1,0,unknown,True
53,housemaid,married,primary,True,362,True,True,cellular,28,,1169,2,-1,0,unknown,True
27,technician,single,secondary,True,3933,True,True,cellular,28,,837,3,-1,0,unknown,True
55,technician,married,secondary,True,3899,True,True,telephone,28,,596,4,-1,0,unknown,True
40,services,married,secondary,True,473,True,True,cellular,28,,383,3,-1,0,unknown,True
40,self-employed,single,tertiary,True,1616,True,True,telephone,28,,1009,7,-1,0,unknown,True
38,blue-collar,divorced,secondary,True,1817,True,True,cellular,28,,1096,4,-1,0,unknown,True
54,retired,single,secondary,True,129,True,True,cellular,28,,867,2,-1,0,unknown,True
54,technician,married,secondary,True,1938,True,True,cellular,28,,551,3,-1,0,unknown,True
50,admin.,single,secondary,True,133,True,True,cellular,28,,890,4,-1,0,unknown,True
48,management,divorced,tertiary,True,2263,True,True,cellular,29,,874,2,-1,0,unknown,True
41,services,married,unknown,True,1538,True,True,cellular,29,,710,2,-1,0,unknown,True
51,blue-collar,divorced,primary,True,5,True,True,cellular,29,,600,2,-1,0,unknown,True
42,technician,single,tertiary,True,2625,True,True,cellular,29,,2516,2,-1,0,unknown,True
58,retired,divorced,secondary,True,1080,True,True,cellular,29,,1058,2,-1,0,unknown,True
47,unemployed,married,secondary,True,312,True,True,cellular,29,,884,1,-1,0,unknown,True
58,admin.,married,secondary,True,145,True,True,telephone,29,,616,13,-1,0,unknown,True
41,blue-collar,married,secondary,True,-190,True,True,cellular,29,,808,3,-1,0,unknown,True
50,admin.,married,secondary,True,2678,True,True,telephone,30,,1011,6,-1,0,unknown,True
46,housemaid,married,secondary,True,271,True,True,cellular,30,,1013,29,-1,0,unknown,True
44,blue-collar,married,secondary,True,0,True,True,cellular,30,,684,2,-1,0,unknown,True
36,services,married,secondary,True,0,True,True,cellular,30,,843,2,-1,0,unknown,True
58,management,divorced,secondary,True,3161,True,True,telephone,30,,542,2,-1,0,unknown,True
44,unemployed,single,primary,True,-4,True,True,cellular,30,,788,2,-1,0,unknown,True
49,entrepreneur,divorced,unknown,True,-701,True,True,cellular,30,,988,2,-1,0,unknown,True
55,management,married,tertiary,True,-375,True,True,cellular,30,,814,2,-1,0,unknown,True
52,unemployed,married,primary,True,959,True,True,telephone,30,,694,2,-1,0,unknown,True
60,retired,divorced,secondary,True,1091,True,True,cellular,30,,441,5,-1,0,unknown,True
41,services,married,unknown,True,-1,True,True,cellular,30,,1171,4,-1,0,unknown,True
36,management,married,tertiary,True,96,True,True,cellular,30,,729,4,-1,0,unknown,True
41,blue-collar,divorced,primary,True,0,True,True,cellular,30,,509,2,-1,0,unknown,True
50,entrepreneur,married,tertiary,True,230,True,True,telephone,30,,1089,4,-1,0,unknown,True
44,housemaid,married,primary,True,-156,True,True,cellular,30,,1211,2,-1,0,unknown,True
54,technician,married,secondary,True,114,True,True,cellular,30,,458,3,-1,0,unknown,True
35,management,married,tertiary,True,-468,True,True,cellular,30,,540,8,-1,0,unknown,True
59,retired,divorced,secondary,True,679,True,True,cellular,30,,761,4,-1,0,unknown,True
42,entrepreneur,married,unknown,True,206,True,True,cellular,30,,695,2,-1,0,unknown,True
27,management,single,tertiary,True,1,True,True,cellular,30,,764,4,-1,0,unknown,True
59,housemaid,divorced,primary,True,2518,True,True,cellular,30,,675,3,-1,0,unknown,True
43,admin.,married,secondary,True,378,True,True,cellular,30,,782,8,-1,0,unknown,True
39,technician,single,secondary,True,391,True,True,cellular,30,,962,4,-1,0,unknown,True
33,unemployed,married,secondary,True,-144,True,True,cellular,30,,481,3,-1,0,unknown,True
36,self-employed,single,tertiary,True,1240,True,True,cellular,31,,812,3,-1,0,unknown,True
35,blue-collar,divorced,primary,True,1792,True,True,cellular,31,,630,6,-1,0,unknown,True
50,blue-collar,married,unknown,True,2284,True,True,telephone,31,,1088,17,-1,0,unknown,True
55,technician,married,secondary,True,264,True,True,cellular,31,,1150,5,-1,0,unknown,True
51,unemployed,divorced,tertiary,True,0,True,True,cellular,31,,574,2,-1,0,unknown,True
48,entrepreneur,married,tertiary,True,-392,True,True,cellular,31,,725,4,-1,0,unknown,True
55,housemaid,divorced,primary,True,77,True,True,cellular,31,,463,6,-1,0,unknown,True
30,services,married,secondary,True,48,True,True,cellular,31,,662,13,-1,0,unknown,True
53,blue-collar,married,primary,True,252,True,True,cellular,31,,727,4,-1,0,unknown,True
40,blue-collar,married,secondary,True,1954,True,True,cellular,31,,1107,2,-1,0,unknown,True
44,technician,married,primary,True,755,True,True,cellular,31,,829,4,-1,0,unknown,True
49,management,divorced,tertiary,True,755,True,True,cellular,31,,1212,4,-1,0,unknown,True
40,admin.,married,secondary,True,341,True,True,cellular,31,,1142,5,-1,0,unknown,True
58,unemployed,married,primary,True,1183,True,True,cellular,31,,1721,5,-1,0,unknown,True
49,services,married,secondary,True,388,True,True,telephone,31,,1032,4,-1,0,unknown,True
38,technician,married,secondary,True,1919,True,True,cellular,4,,846,1,-1,0,unknown,True
51,housemaid,divorced,tertiary,True,1613,True,True,cellular,4,,870,1,-1,0,unknown,True
36,management,divorced,tertiary,True,0,True,True,cellular,4,,1165,1,-1,0,unknown,True
55,retired,married,secondary,True,0,True,True,cellular,4,,1110,1,-1,0,unknown,True
43,technician,married,tertiary,True,0,True,True,cellular,4,,1488,2,-1,0,unknown,True
60,management,divorced,secondary,True,0,True,True,cellular,5,,603,3,-1,0,unknown,True
57,retired,married,secondary,True,466,True,True,cellular,5,,641,2,-1,0,unknown,True
41,technician,married,tertiary,True,515,True,True,cellular,5,,837,2,-1,0,unknown,True
50,technician,married,tertiary,True,2313,True,True,cellular,5,,553,1,-1,0,unknown,True
53,blue-collar,married,secondary,True,-8,True,True,cellular,5,,794,1,-1,0,unknown,True
59,retired,married,primary,True,1634,True,True,cellular,5,,836,1,-1,0,unknown,True
59,housemaid,married,primary,True,100,True,True,cellular,5,,1134,1,-1,0,unknown,True
52,unknown,married,unknown,True,5361,True,True,cellular,5,,607,3,-1,0,unknown,True
58,management,divorced,tertiary,True,1257,True,True,cellular,5,,1536,1,-1,0,unknown,True
59,retired,married,primary,True,3400,True,True,cellular,5,,515,3,-1,0,unknown,True
49,technician,single,secondary,True,1377,True,True,cellular,5,,935,1,-1,0,unknown,True
33,management,divorced,tertiary,True,2885,True,True,cellular,5,,1051,2,-1,0,unknown,True
55,blue-collar,married,primary,True,512,True,True,cellular,5,,1200,2,-1,0,unknown,True
42,technician,married,tertiary,True,921,True,True,cellular,5,,531,3,-1,0,unknown,True
52,services,married,secondary,True,1000,True,True,cellular,5,,766,2,-1,0,unknown,True
38,technician,married,tertiary,True,202,True,True,cellular,5,,1311,2,-1,0,unknown,True
55,technician,married,tertiary,True,169,True,True,cellular,5,,618,2,-1,0,unknown,True
49,technician,married,tertiary,True,3726,True,True,cellular,5,,875,2,-1,0,unknown,True
56,technician,divorced,secondary,True,146,True,True,cellular,5,,419,3,-1,0,unknown,True
46,technician,married,secondary,True,940,True,True,cellular,5,,1227,2,-1,0,unknown,True
57,retired,divorced,tertiary,True,734,True,True,cellular,6,,1357,4,-1,0,unknown,True
61,retired,married,secondary,True,77,True,True,cellular,6,,455,4,-1,0,unknown,True
45,admin.,married,secondary,True,925,True,True,cellular,6,,406,2,-1,0,unknown,True
39,management,married,tertiary,True,1836,True,True,cellular,6,,902,3,-1,0,unknown,True
46,admin.,married,secondary,True,660,True,True,cellular,6,,740,2,-1,0,unknown,True
43,management,single,tertiary,True,1304,True,True,cellular,6,,501,2,-1,0,unknown,True
34,services,married,secondary,True,2956,True,True,cellular,6,,835,2,-1,0,unknown,True
35,management,divorced,tertiary,True,146,True,True,cellular,6,,720,2,-1,0,unknown,True
36,management,divorced,tertiary,True,36,True,True,cellular,6,,836,4,-1,0,unknown,True
45,management,divorced,tertiary,True,1,True,True,cellular,6,,490,2,-1,0,unknown,True
47,technician,married,secondary,True,2480,True,True,cellular,6,,763,2,-1,0,unknown,True
42,technician,married,tertiary,True,14282,True,True,cellular,6,,649,4,-1,0,unknown,True
40,management,single,tertiary,True,0,True,True,cellular,6,,641,6,-1,0,unknown,True
40,technician,divorced,secondary,True,311,True,True,cellular,6,,738,2,-1,0,unknown,True
32,technician,married,secondary,True,560,True,True,cellular,6,,1044,4,-1,0,unknown,True
33,technician,single,secondary,True,3059,True,True,cellular,6,,482,2,-1,0,unknown,True
32,self-employed,married,tertiary,True,1423,True,True,cellular,6,,1249,4,-1,0,unknown,True
46,blue-collar,married,primary,True,874,True,True,cellular,6,,996,1,-1,0,unknown,True
50,admin.,married,secondary,True,706,True,True,cellular,6,,1250,4,-1,0,unknown,True
51,blue-collar,married,primary,True,7098,True,True,cellular,6,,1471,7,-1,0,unknown,True
30,management,single,tertiary,True,5389,True,True,cellular,6,,1456,3,-1,0,unknown,True
39,technician,single,secondary,True,1104,True,True,cellular,7,,395,2,-1,0,unknown,True
47,admin.,married,secondary,True,3070,True,True,cellular,7,,663,4,-1,0,unknown,True
40,technician,divorced,secondary,True,0,True,True,cellular,7,,674,2,-1,0,unknown,True
50,blue-collar,married,primary,True,4108,True,True,cellular,7,,526,2,-1,0,unknown,True
60,management,married,tertiary,True,0,True,True,cellular,7,,401,3,-1,0,unknown,True
32,management,single,tertiary,True,4291,True,True,cellular,7,,1321,9,-1,0,unknown,True
57,technician,married,tertiary,True,6822,True,True,cellular,7,,797,2,-1,0,unknown,True
41,self-employed,married,tertiary,True,231,True,True,cellular,7,,352,2,-1,0,unknown,True
50,technician,married,secondary,True,3176,True,True,cellular,7,,670,1,-1,0,unknown,True
46,technician,divorced,secondary,True,-824,True,True,cellular,7,,429,3,-1,0,unknown,True
31,management,married,tertiary,True,676,True,True,cellular,7,,1182,1,-1,0,unknown,True
36,technician,single,secondary,True,651,True,True,cellular,7,,876,1,-1,0,unknown,True
45,technician,divorced,secondary,True,2657,True,True,cellular,7,,895,3,-1,0,unknown,True
33,technician,divorced,secondary,True,801,True,True,cellular,7,,341,5,-1,0,unknown,True
47,services,married,secondary,True,405,True,True,cellular,8,,994,2,-1,0,unknown,True
35,management,married,tertiary,True,82,True,True,cellular,8,,507,4,-1,0,unknown,True
38,management,married,tertiary,True,179,True,True,unknown,8,,317,4,-1,0,unknown,True
33,management,married,tertiary,True,1047,True,True,cellular,8,,512,4,-1,0,unknown,True
44,technician,single,secondary,True,7138,True,True,cellular,8,,809,2,-1,0,unknown,True
31,management,single,tertiary,True,165,True,True,cellular,8,,523,2,-1,0,unknown,True
31,management,single,tertiary,True,37,True,True,cellular,8,,669,2,-1,0,unknown,True
49,services,married,secondary,True,823,True,True,cellular,8,,780,4,-1,0,unknown,True
52,services,married,primary,True,1625,True,True,cellular,8,,459,2,-1,0,unknown,True
31,technician,married,tertiary,True,120,True,True,cellular,8,,1000,1,-1,0,unknown,True
35,management,married,tertiary,True,2957,True,True,cellular,8,,733,3,-1,0,unknown,True
31,management,single,tertiary,True,2,True,True,cellular,8,,848,1,-1,0,unknown,True
36,technician,divorced,secondary,True,1,True,True,cellular,8,,1242,3,-1,0,unknown,True
39,management,married,tertiary,True,1795,True,True,cellular,8,,922,7,-1,0,unknown,True
46,management,married,tertiary,True,4,True,True,cellular,8,,1206,4,-1,0,unknown,True
48,blue-collar,married,primary,True,476,True,True,cellular,11,,856,3,-1,0,unknown,True
36,management,married,tertiary,True,9,True,True,cellular,11,,386,4,-1,0,unknown,True
30,management,married,tertiary,True,131,True,True,cellular,11,,384,6,-1,0,unknown,True
33,management,single,tertiary,True,1120,True,True,cellular,11,,1070,2,-1,0,unknown,True
57,housemaid,married,primary,True,2785,True,True,cellular,11,,610,4,-1,0,unknown,True
33,management,single,tertiary,True,0,True,True,cellular,11,,699,7,-1,0,unknown,True
35,management,married,tertiary,True,43,True,True,cellular,11,,917,4,-1,0,unknown,True
53,management,married,tertiary,True,0,True,True,cellular,11,,608,2,-1,0,unknown,True
41,management,married,secondary,True,456,True,True,cellular,11,,734,4,-1,0,unknown,True
32,management,single,secondary,True,2018,True,True,cellular,11,,1238,1,-1,0,unknown,True
41,management,married,tertiary,True,0,True,True,cellular,11,,1242,5,-1,0,unknown,True
35,technician,single,secondary,True,354,True,True,cellular,11,,444,3,-1,0,unknown,True
48,blue-collar,married,primary,True,719,True,True,cellular,11,,418,5,-1,0,unknown,True
34,management,married,tertiary,True,828,True,True,cellular,11,,1080,3,-1,0,unknown,True
47,blue-collar,married,secondary,True,2787,True,True,cellular,11,,479,1,-1,0,unknown,True
46,unemployed,married,secondary,True,2551,True,True,cellular,12,,645,2,-1,0,unknown,True
60,retired,married,secondary,True,2722,True,True,cellular,12,,506,2,-1,0,unknown,True
39,management,married,secondary,True,1880,True,True,cellular,12,,768,2,-1,0,unknown,True
57,blue-collar,married,primary,True,2112,True,True,cellular,12,,1134,2,-1,0,unknown,True
36,unemployed,divorced,secondary,True,871,True,True,cellular,12,,396,3,-1,0,unknown,True
30,management,married,secondary,True,850,True,True,cellular,12,,507,2,-1,0,unknown,True
33,technician,married,secondary,True,3243,True,True,cellular,12,,439,4,-1,0,unknown,True
30,management,married,tertiary,True,1567,True,True,cellular,12,,1133,4,-1,0,unknown,True
36,technician,single,secondary,True,12,True,True,cellular,12,,587,2,-1,0,unknown,True
49,blue-collar,married,primary,True,128,True,True,cellular,12,,696,2,-1,0,unknown,True
49,blue-collar,married,secondary,True,553,True,True,cellular,12,,645,8,-1,0,unknown,True
40,unemployed,divorced,secondary,True,1694,True,True,cellular,12,,473,6,-1,0,unknown,True
49,blue-collar,married,primary,True,408,True,True,cellular,12,,559,4,-1,0,unknown,True
38,management,married,tertiary,True,1223,True,True,cellular,12,,1092,5,-1,0,unknown,True
31,management,single,tertiary,True,1858,True,True,cellular,12,,453,3,-1,0,unknown,True
34,management,married,tertiary,True,520,True,True,cellular,12,,1307,4,-1,0,unknown,True
39,management,married,tertiary,True,271,True,True,cellular,12,,1344,1,-1,0,unknown,True
40,management,married,secondary,True,4396,True,True,cellular,12,,432,3,-1,0,unknown,True
47,technician,married,secondary,True,568,True,True,cellular,12,,1613,1,-1,0,unknown,True
37,technician,single,secondary,True,3665,True,True,cellular,12,,664,3,-1,0,unknown,True
44,technician,single,secondary,True,244,True,True,cellular,12,,1735,4,-1,0,unknown,True
55,management,married,tertiary,True,568,True,True,cellular,12,,940,10,-1,0,unknown,True
40,technician,married,secondary,True,42,True,True,cellular,13,,1842,2,-1,0,unknown,True
54,retired,married,primary,True,309,True,True,cellular,13,,969,2,-1,0,unknown,True
35,technician,married,secondary,True,-180,True,True,cellular,13,,823,2,-1,0,unknown,True
32,technician,single,tertiary,True,34646,True,True,telephone,13,,618,9,-1,0,unknown,True
36,management,divorced,tertiary,True,59,True,True,cellular,13,,526,2,-1,0,unknown,True
37,management,married,tertiary,True,4436,True,True,cellular,13,,846,5,-1,0,unknown,True
37,technician,single,secondary,True,-242,True,True,cellular,13,,1149,6,-1,0,unknown,True
50,self-employed,married,secondary,True,10052,True,True,cellular,13,,665,2,-1,0,unknown,True
58,retired,married,tertiary,True,0,True,True,cellular,13,,641,4,-1,0,unknown,True
52,technician,divorced,secondary,True,152,True,True,cellular,13,,404,6,-1,0,unknown,True
31,management,married,tertiary,True,156,True,True,cellular,13,,657,7,-1,0,unknown,True
40,management,married,tertiary,True,66,True,True,cellular,13,,737,4,-1,0,unknown,True
34,management,single,tertiary,True,9827,True,True,cellular,13,,871,4,-1,0,unknown,True
53,services,married,secondary,True,6170,True,True,cellular,13,,838,4,-1,0,unknown,True
43,management,married,tertiary,True,2383,True,True,cellular,13,,379,6,-1,0,unknown,True
30,technician,single,tertiary,True,635,True,True,cellular,13,,851,8,-1,0,unknown,True
34,technician,single,secondary,True,16,True,True,cellular,13,,990,1,-1,0,unknown,True
48,admin.,divorced,secondary,True,362,True,True,cellular,13,,529,1,-1,0,unknown,True
33,management,married,tertiary,True,191,True,True,cellular,13,,1148,2,-1,0,unknown,True
37,management,single,tertiary,True,455,True,True,cellular,13,,904,6,-1,0,unknown,True
57,technician,divorced,secondary,True,3043,True,True,cellular,14,,707,2,-1,0,unknown,True
55,retired,married,primary,True,3334,True,True,cellular,14,,632,4,-1,0,unknown,True
34,technician,married,tertiary,True,8029,True,True,cellular,14,,593,4,-1,0,unknown,True
44,entrepreneur,married,tertiary,True,624,True,True,telephone,14,,552,2,-1,0,unknown,True
35,management,single,tertiary,True,331,True,True,cellular,14,,857,2,-1,0,unknown,True
34,housemaid,married,primary,True,2929,True,True,cellular,14,,518,2,-1,0,unknown,True
49,services,married,secondary,True,1314,True,True,cellular,14,,834,14,-1,0,unknown,True
30,technician,married,secondary,True,289,True,True,cellular,14,,1184,4,-1,0,unknown,True
32,management,single,tertiary,True,20,True,True,cellular,14,,1151,2,-1,0,unknown,True
56,blue-collar,married,primary,True,8163,True,True,cellular,14,,1231,4,-1,0,unknown,True
50,management,single,tertiary,True,1200,True,True,cellular,14,,904,3,-1,0,unknown,True
32,technician,single,secondary,True,1732,True,True,cellular,14,,1871,3,-1,0,unknown,True
45,technician,single,tertiary,True,0,True,True,cellular,18,,773,4,-1,0,unknown,True
52,management,married,tertiary,True,576,True,True,cellular,18,,762,3,-1,0,unknown,True
60,blue-collar,married,primary,True,493,True,True,cellular,18,,671,4,-1,0,unknown,True
47,management,married,tertiary,True,682,True,True,cellular,18,,638,6,-1,0,unknown,True
32,technician,single,secondary,True,0,True,True,cellular,18,,594,4,-1,0,unknown,True
55,blue-collar,married,primary,True,3485,True,True,cellular,18,,625,4,-1,0,unknown,True
36,management,single,tertiary,True,2944,True,True,cellular,18,,882,8,-1,0,unknown,True
46,technician,married,secondary,True,1353,True,True,cellular,18,,528,5,-1,0,unknown,True
55,management,divorced,tertiary,True,0,True,True,cellular,18,,309,4,-1,0,unknown,True
30,management,single,tertiary,True,1541,True,True,cellular,18,,471,8,-1,0,unknown,True
54,blue-collar,married,secondary,True,548,True,True,cellular,18,,520,7,-1,0,unknown,True
31,management,divorced,tertiary,True,254,True,True,cellular,18,,1576,8,-1,0,unknown,True
46,technician,single,tertiary,True,4414,True,True,cellular,18,,504,7,-1,0,unknown,True
61,management,married,secondary,True,985,True,True,cellular,18,,998,6,-1,0,unknown,True
58,retired,married,primary,True,1241,True,True,cellular,18,,194,2,-1,0,unknown,True
38,technician,single,secondary,True,3278,True,True,cellular,19,,645,14,-1,0,unknown,True
49,technician,married,secondary,True,412,True,True,cellular,19,,1293,8,-1,0,unknown,True
43,management,single,tertiary,True,483,True,True,cellular,19,,950,6,-1,0,unknown,True
52,management,married,tertiary,True,7135,True,True,cellular,19,,1032,3,-1,0,unknown,True
33,self-employed,single,tertiary,True,61,True,True,cellular,19,,836,3,-1,0,unknown,True
33,management,married,tertiary,True,1412,True,True,unknown,19,,480,1,-1,0,unknown,True
53,management,married,tertiary,True,15,True,True,cellular,20,,921,2,-1,0,unknown,True
40,admin.,single,tertiary,True,27,True,True,cellular,20,,467,2,-1,0,unknown,True
44,self-employed,married,tertiary,True,1196,True,True,cellular,20,,552,5,-1,0,unknown,True
42,technician,divorced,secondary,True,19,True,True,cellular,20,,875,4,-1,0,unknown,True
33,management,single,tertiary,True,432,True,True,telephone,20,,588,6,-1,0,unknown,True
53,technician,married,tertiary,True,988,True,True,cellular,20,,1408,5,-1,0,unknown,True
60,admin.,married,tertiary,True,1614,True,True,cellular,20,,921,6,-1,0,unknown,True
33,technician,single,secondary,True,163,True,True,cellular,20,,627,2,-1,0,unknown,True
37,technician,married,tertiary,True,247,True,True,cellular,20,,625,6,-1,0,unknown,True
45,admin.,married,secondary,True,236,True,True,cellular,20,,703,2,-1,0,unknown,True
34,technician,single,secondary,True,666,True,True,cellular,21,,1503,2,-1,0,unknown,True
56,technician,married,tertiary,True,73,True,True,cellular,21,,644,4,-1,0,unknown,True
57,technician,divorced,tertiary,True,96,True,True,cellular,21,,913,4,-1,0,unknown,True
32,management,single,tertiary,True,46,True,True,cellular,21,,788,6,-1,0,unknown,True
50,services,married,secondary,True,1501,True,True,cellular,21,,946,4,-1,0,unknown,True
30,services,single,tertiary,True,-477,True,True,cellular,21,,1532,2,-1,0,unknown,True
56,admin.,married,secondary,True,1694,True,True,cellular,21,,793,10,-1,0,unknown,True
55,blue-collar,married,secondary,True,196,True,True,cellular,21,,81,1,-1,0,unknown,True
34,self-employed,single,tertiary,True,462,True,True,cellular,21,,1877,3,-1,0,unknown,True
52,management,married,tertiary,True,1227,True,True,cellular,22,,1123,4,-1,0,unknown,True
32,management,single,tertiary,True,522,True,True,cellular,22,,576,2,-1,0,unknown,True
31,self-employed,married,tertiary,True,94,True,True,cellular,22,,579,2,-1,0,unknown,True
44,technician,married,secondary,True,267,True,True,cellular,22,,520,2,-1,0,unknown,True
33,management,married,tertiary,True,4570,True,True,cellular,22,,1258,2,-1,0,unknown,True
53,blue-collar,married,secondary,True,25,True,True,cellular,22,,528,2,-1,0,unknown,True
46,management,single,tertiary,True,0,True,True,cellular,22,,686,2,-1,0,unknown,True
46,entrepreneur,married,tertiary,True,1920,True,True,cellular,22,,604,6,-1,0,unknown,True
59,admin.,married,secondary,True,1575,True,True,cellular,22,,1241,11,-1,0,unknown,True
51,unemployed,married,secondary,True,234,True,True,cellular,22,,735,1,-1,0,unknown,True
57,retired,married,primary,True,3518,True,True,cellular,25,,626,3,-1,0,unknown,True
43,technician,married,secondary,True,136,True,True,cellular,25,,363,7,-1,0,unknown,True
48,management,single,tertiary,True,830,True,True,cellular,25,,961,4,-1,0,unknown,True
33,housemaid,married,primary,True,2054,True,True,cellular,25,,472,6,-1,0,unknown,True
59,blue-collar,married,primary,True,-546,True,True,cellular,25,,1152,6,-1,0,unknown,True
58,blue-collar,married,primary,True,5188,True,True,cellular,25,,606,6,-1,0,unknown,True
32,management,single,tertiary,True,1882,True,True,cellular,25,,497,5,-1,0,unknown,True
44,management,married,tertiary,True,792,True,True,cellular,25,,630,7,-1,0,unknown,True
47,blue-collar,married,unknown,True,162,True,True,cellular,25,,366,3,-1,0,unknown,True
34,technician,married,secondary,True,1035,True,True,cellular,25,,1374,10,-1,0,unknown,True
51,retired,married,tertiary,True,746,True,True,cellular,25,,372,5,-1,0,unknown,True
60,unknown,married,unknown,True,17297,True,True,cellular,26,,664,11,-1,0,unknown,True
46,admin.,married,secondary,True,22,True,True,cellular,26,,388,6,-1,0,unknown,True
41,technician,married,tertiary,True,231,True,True,cellular,26,,428,2,-1,0,unknown,True
34,self-employed,single,secondary,True,296,True,True,cellular,27,,609,13,-1,0,unknown,True
31,technician,divorced,tertiary,True,0,True,True,cellular,27,,581,6,-1,0,unknown,True
37,management,married,tertiary,True,40,True,True,cellular,27,,1033,4,-1,0,unknown,True
59,retired,married,secondary,True,2396,True,True,cellular,27,,1040,6,-1,0,unknown,True
55,services,married,unknown,True,2944,True,True,cellular,27,,672,6,-1,0,unknown,True
33,management,single,tertiary,True,7084,True,True,cellular,27,,512,8,-1,0,unknown,True
30,technician,married,tertiary,True,569,True,True,cellular,27,,976,12,-1,0,unknown,True
36,management,married,tertiary,True,0,True,True,telephone,27,,645,9,-1,0,unknown,True
44,management,married,tertiary,True,1138,True,True,cellular,27,,523,3,-1,0,unknown,True
36,technician,divorced,secondary,True,54,True,True,cellular,27,,1642,3,-1,0,unknown,True
33,management,single,tertiary,True,2637,True,True,cellular,28,,583,17,-1,0,unknown,True
36,technician,married,secondary,True,2473,True,True,cellular,28,,965,4,-1,0,unknown,True
53,blue-collar,married,primary,True,5603,True,True,cellular,28,,2372,6,-1,0,unknown,True
47,admin.,divorced,secondary,True,225,True,True,cellular,28,,1126,4,-1,0,unknown,True
39,management,married,tertiary,True,-17,True,True,cellular,28,,908,1,-1,0,unknown,True
35,technician,single,secondary,True,3490,True,True,cellular,29,,643,2,-1,0,unknown,True
32,management,single,tertiary,True,769,True,True,cellular,29,,695,2,-1,0,unknown,True
46,technician,divorced,secondary,True,-90,True,True,telephone,17,,270,1,-1,0,unknown,True
30,self-employed,married,tertiary,True,1785,True,True,unknown,17,,235,1,-1,0,unknown,True
36,self-employed,single,tertiary,True,-103,True,True,telephone,17,,3253,1,-1,0,unknown,True
47,admin.,divorced,secondary,True,555,True,True,telephone,17,,478,1,-1,0,unknown,True
52,technician,married,secondary,True,5303,True,True,unknown,19,,133,1,-1,0,unknown,True
43,management,married,tertiary,True,1258,True,True,unknown,20,,312,1,-1,0,unknown,True
44,technician,single,secondary,True,1679,True,True,telephone,20,,718,1,-1,0,unknown,True
30,blue-collar,married,secondary,True,1664,True,True,telephone,20,,2016,1,-1,0,unknown,True
32,admin.,married,secondary,True,8749,True,True,unknown,21,,294,1,-1,0,unknown,True
42,admin.,single,secondary,True,-247,True,True,telephone,21,,519,1,166,1,other,True
33,services,married,secondary,True,3444,True,True,telephone,21,,144,1,91,4,failure,True
45,admin.,married,secondary,True,5346,True,True,unknown,21,,187,1,-1,0,unknown,True
45,blue-collar,married,secondary,True,1144,True,True,unknown,22,,676,1,-1,0,unknown,True
28,student,single,secondary,True,2351,True,True,telephone,22,,157,1,-1,0,unknown,True
32,technician,single,tertiary,True,5514,True,True,telephone,22,,181,1,-1,0,unknown,True
28,self-employed,married,secondary,True,123,True,True,telephone,22,,313,1,-1,0,unknown,True
44,admin.,divorced,primary,True,429,True,True,telephone,23,,80,1,-1,0,unknown,True
51,entrepreneur,married,tertiary,True,5254,True,True,unknown,23,,134,1,-1,0,unknown,True
56,technician,married,secondary,True,589,True,True,unknown,23,,518,1,147,2,success,True
40,technician,divorced,tertiary,True,568,True,True,unknown,24,,112,1,-1,0,unknown,True
49,admin.,married,secondary,True,10250,True,True,telephone,24,,97,1,-1,0,unknown,True
50,management,single,tertiary,True,3537,True,True,unknown,24,,305,1,-1,0,unknown,True
58,admin.,divorced,secondary,True,1947,True,True,telephone,26,,228,1,-1,0,unknown,True
37,admin.,married,secondary,True,1967,True,True,telephone,27,,376,1,-1,0,unknown,True
27,entrepreneur,married,secondary,True,2329,True,True,telephone,27,,131,1,-1,0,unknown,True
47,management,divorced,tertiary,True,12026,True,True,telephone,27,,251,1,-1,0,unknown,True
